Huyện A Lưới, Thành phố Huế
Xã Ninh Tân, Thị xã Ninh Hòa, Tỉnh Khánh Hòa
Xã Ninh Tây, Thị xã Ninh Hòa, Tỉnh Khánh Hòa
Xã Ninh Vân, Thành phố Hoa Lư, Tỉnh Ninh Bình
Xã Ninh Xuân, Thị xã Ninh Hòa, Tỉnh Khánh Hòa
Xã Ninh Ích, Thị xã Ninh Hòa, Tỉnh Khánh Hòa
Xã Ninh Điền, Huyện Châu Thành, Tỉnh Tây Ninh
Xã Ninh Đông, Thị xã Ninh Hòa, Tỉnh Khánh Hòa
Xã Niêm Sơn, Huyện Mèo Vạc, Tỉnh Hà Giang
Xã Niêm Tòng, Huyện Mèo Vạc, Tỉnh Hà Giang
Xã Nong U, Huyện Điện Biên Đông, Tỉnh Điện Biên
Xã Noong Hẻo, Huyện Sìn Hồ, Tỉnh Lai Châu
Xã Noong Lay, Huyện Thuận Châu, Tỉnh Sơn La
Xã Noong Luống, Huyện Điện Biên, Tỉnh Điện Biên
Xã Noọng Hẹt, Huyện Điện Biên, Tỉnh Điện Biên
Xã Nuông Dăm, Huyện Kim Bôi, Tỉnh Hoà Bình
Xã Nà Bủng, Huyện Nậm Pồ, Tỉnh Điện Biên
Xã Nà Chì, Huyện Xín Mần, Tỉnh Hà Giang
Xã Nà Hẩu, Huyện Văn Yên, Tỉnh Yên Bái
Xã Nà Hỳ, Huyện Nậm Pồ, Tỉnh Điện Biên
Xã Nà Khoa, Huyện Nậm Pồ, Tỉnh Điện Biên
Xã Nà Khương, Huyện Quang Bình, Tỉnh Hà Giang
Xã Nà Mường, Huyện Mộc Châu, Tỉnh Sơn La
Xã Nà Nghịu, Huyện Sông Mã, Tỉnh Sơn La
Xã Nà Nhạn, Thành phố Điện Biên Phủ, Tỉnh Điện Biên
Xã Nà Phòn, Huyện Mai Châu, Tỉnh Hoà Bình
Xã Nà Pó, Huyện Mai Sơn, Tỉnh Sơn La
Xã Nà Sáy, Huyện Tuần Giáo, Tỉnh Điện Biên
Xã Nà Tòng, Huyện Tuần Giáo, Tỉnh Điện Biên
Xã Nà Tăm, Huyện Tam Đường, Tỉnh Lai Châu
Xã Nà Tấu, Thành phố Điện Biên Phủ, Tỉnh Điện Biên
Xã Nà Ơt, Huyện Mai Sơn, Tỉnh Sơn La
Xã Nàn Ma, Huyện Xín Mần, Tỉnh Hà Giang
Xã Nàn Sán, Huyện Si Ma Cai, Tỉnh Lào Cai
Xã Nàn Xín, Huyện Si Ma Cai, Tỉnh Lào Cai
Xã Nàn Xỉn, Huyện Xín Mần, Tỉnh Hà Giang
Xã Nàng Đôn, Huyện Hoàng Su Phì, Tỉnh Hà Giang
Xã Nánh Nghê, Huyện Đà Bắc, Tỉnh Hoà Bình
Xã Nâm N'Jang, Huyện Đắk Song, Tỉnh Đắk Nông
Xã Nâm N'Đir, Huyện Krông Nô, Tỉnh Đắk Nông
Xã Nâm Nung, Huyện Krông Nô, Tỉnh Đắk Nông
Xã Nông Hạ, Huyện Chợ Mới, Tỉnh Bắc Kạn
Xã Nông Thượng, Thành Phố Bắc Kạn, Tỉnh Bắc Kạn
Xã Nông Trường, Huyện Triệu Sơn, Tỉnh Thanh Hóa
Xã Nùng Nàng, Huyện Tam Đường, Tỉnh Lai Châu
Xã Núa Ngam, Huyện Điện Biên, Tỉnh Điện Biên
Xã Núi Tô, Huyện Tri Tôn, Tỉnh An Giang
Xã Năng Khả, Huyện Na Hang, Tỉnh Tuyên Quang
Xã Nấm Dẩn, Huyện Xín Mần, Tỉnh Hà Giang
Xã Nấm Lư, Huyện Mường Khương, Tỉnh Lào Cai
Xã Nậm Ban, Huyện Mèo Vạc, Tỉnh Hà Giang
Xã Nậm Ban, Huyện Nậm Nhùn, Tỉnh Lai Châu
Xã Nậm Búng, Huyện Văn Chấn, Tỉnh Yên Bái
Xã Nậm Cha, Huyện Sìn Hồ, Tỉnh Lai Châu
Xã Nậm Chua, Huyện Nậm Pồ, Tỉnh Điện Biên
Xã Nậm Chà, Huyện Nậm Nhùn, Tỉnh Lai Châu
Xã Nậm Chạc, Huyện Bát Xát, Tỉnh Lào Cai
Xã Nậm Chảy, Huyện Mường Khương, Tỉnh Lào Cai
Xã Nậm Chầy, Huyện Văn Bàn, Tỉnh Lào Cai
Xã Nậm Cuổi, Huyện Sìn Hồ, Tỉnh Lai Châu
Xã Nậm Càn, Huyện Kỳ Sơn, Tỉnh Nghệ An
Xã Nậm Có, Huyện Mù Căng Chải, Tỉnh Yên Bái
Xã Nậm Cần, Huyện Tân Uyên, Tỉnh Lai Châu
Xã Nậm Cắn, Huyện Kỳ Sơn, Tỉnh Nghệ An
Xã Nậm Dịch, Huyện Hoàng Su Phì, Tỉnh Hà Giang
Xã Nậm Giôn, Huyện Mường La, Tỉnh Sơn La
Xã Nậm Giải, Huyện Quế Phong, Tỉnh Nghệ An
Xã Nậm Hàng, Huyện Nậm Nhùn, Tỉnh Lai Châu
Xã Nậm Hăn, Huyện Sìn Hồ, Tỉnh Lai Châu
Xã Nậm Khao, Huyện Mường Tè, Tỉnh Lai Châu
Xã Nậm Khánh, Huyện Bắc Hà, Tỉnh Lào Cai
Xã Nậm Khòa, Huyện Hoàng Su Phì, Tỉnh Hà Giang
Xã Nậm Khăn, Huyện Nậm Pồ, Tỉnh Điện Biên
Xã Nậm Khắt, Huyện Mù Căng Chải, Tỉnh Yên Bái
Xã Nậm Kè, Huyện Mường Nhé, Tỉnh Điện Biên
Xã Nậm Lành, Huyện Văn Chấn, Tỉnh Yên Bái
Xã Nậm Lúc, Huyện Bắc Hà, Tỉnh Lào Cai
Xã Nậm Lạnh, Huyện Sốp Cộp, Tỉnh Sơn La
Xã Nậm Lầu, Huyện Thuận Châu, Tỉnh Sơn La
Xã Nậm Manh, Huyện Nậm Nhùn, Tỉnh Lai Châu
Xã Nậm Mòn, Huyện Bắc Hà, Tỉnh Lào Cai
Xã Nậm Mười, Huyện Văn Chấn, Tỉnh Yên Bái
Xã Nậm Mạ, Huyện Sìn Hồ, Tỉnh Lai Châu
Xã Nậm Mả, Huyện Văn Bàn, Tỉnh Lào Cai
Xã Nậm Mằn, Huyện Sông Mã, Tỉnh Sơn La
Xã Nậm Nhoóng, Huyện Quế Phong, Tỉnh Nghệ An
Xã Nậm Nhừ, Huyện Nậm Pồ, Tỉnh Điện Biên
Xã Nậm Nèn, Huyện Mường Chà, Tỉnh Điện Biên
Xã Nậm Pung, Huyện Bát Xát, Tỉnh Lào Cai
Xã Nậm Pì, Huyện Nậm Nhùn, Tỉnh Lai Châu
Xã Nậm Păm, Huyện Mường La, Tỉnh Sơn La
Xã Nậm Rạng, Huyện Văn Bàn, Tỉnh Lào Cai
Xã Nậm Sỏ, Huyện Tân Uyên, Tỉnh Lai Châu
Xã Nậm Tha, Huyện Văn Bàn, Tỉnh Lào Cai
Xã Nậm Tin, Huyện Nậm Pồ, Tỉnh Điện Biên
Xã Nậm Ty, Huyện Sông Mã, Tỉnh Sơn La
Xã Nậm Tăm, Huyện Sìn Hồ, Tỉnh Lai Châu
Xã Nậm Tỵ, Huyện Hoàng Su Phì, Tỉnh Hà Giang
Xã Nậm Vì, Huyện Mường Nhé, Tỉnh Điện Biên
Xã Nậm Xe, Huyện Phong Thổ, Tỉnh Lai Châu
Xã Nậm Xây, Huyện Văn Bàn, Tỉnh Lào Cai
Xã Nậm Xé, Huyện Văn Bàn, Tỉnh Lào Cai
Xã Nậm ét, Huyện Quỳnh Nhai, Tỉnh Sơn La
Xã Nậm Đét, Huyện Bắc Hà, Tỉnh Lào Cai
Xã Nặm Lịch, Huyện Mường Ảng, Tỉnh Điện Biên
Xã Nội Duệ, Huyện Tiên Du, Tỉnh Bắc Ninh
Xã Nội Thôn, Huyện Hà Quảng, Tỉnh Cao Bằng
Xã Pa Cheo, Huyện Bát Xát, Tỉnh Lào Cai
Xã Pa Ham, Huyện Mường Chà, Tỉnh Điện Biên
Xã Pa Khoá, Huyện Sìn Hồ, Tỉnh Lai Châu
Xã Pa Thơm, Huyện Điện Biên, Tỉnh Điện Biên
Xã Pa Tần, Huyện Nậm Pồ, Tỉnh Điện Biên
Xã Pa Tần, Huyện Sìn Hồ, Tỉnh Lai Châu
Xã Pa Vây Sử, Huyện Phong Thổ, Tỉnh Lai Châu
Xã Pa Vệ Sử, Huyện Mường Tè, Tỉnh Lai Châu
Xã Pa ủ, Huyện Mường Tè, Tỉnh Lai Châu
Xã Pha Long, Huyện Mường Khương, Tỉnh Lào Cai
Xã Pha Mu, Huyện Than Uyên, Tỉnh Lai Châu
Xã Phan Dũng, Huyện Tuy Phong, Tỉnh Bình Thuận
Xã Phan Hiệp, Huyện Bắc Bình, Tỉnh Bình Thuận
Xã Phan Hòa, Huyện Bắc Bình, Tỉnh Bình Thuận
Xã Phan Lâm, Huyện Bắc Bình, Tỉnh Bình Thuận
Xã Phan Rí Thành, Huyện Bắc Bình, Tỉnh Bình Thuận
Xã Phan Sào Nam, Huyện Phù Cừ, Tỉnh Hưng Yên
Xã Phan Sơn, Huyện Bắc Bình, Tỉnh Bình Thuận
Xã Phan Thanh, Huyện Bảo Lạc, Tỉnh Cao Bằng
Xã Phan Thanh, Huyện Bắc Bình, Tỉnh Bình Thuận
Xã Phan Thanh, Huyện Lục Yên, Tỉnh Yên Bái
Xã Phan Thanh, Huyện Nguyên Bình, Tỉnh Cao Bằng
Xã Phan Tiến, Huyện Bắc Bình, Tỉnh Bình Thuận
Xã Phan Điền, Huyện Bắc Bình, Tỉnh Bình Thuận
Xã Phan, Huyện Dương Minh Châu, Tỉnh Tây Ninh
Xã Phi Hải, Huyện Quảng Hòa, Tỉnh Cao Bằng
Xã Phi Liêng, Huyện Đam Rông, Tỉnh Lâm Đồng
Xã Phi Thông, Thành phố Rạch Giá, Tỉnh Kiên Giang
Xã Phi Tô, Huyện Lâm Hà, Tỉnh Lâm Đồng
Xã Phiêng Ban, Huyện Bắc Yên, Tỉnh Sơn La
Xã Phiêng Côn, Huyện Bắc Yên, Tỉnh Sơn La
Xã Phiêng Cằm, Huyện Mai Sơn, Tỉnh Sơn La
Xã Phiêng Khoài, Huyện Yên Châu, Tỉnh Sơn La
Xã Phiêng Luông, Huyện Bắc Mê, Tỉnh Hà Giang
Xã Phiêng Luông, Huyện Mộc Châu, Tỉnh Sơn La
Xã Phiêng Pằn, Huyện Mai Sơn, Tỉnh Sơn La
Xã Phong Bình, Huyện Gio Linh, Tỉnh Quảng Trị
Xã Phong Bình, Thị xã Phong Điền, Thành phố Huế
Xã Phong Châu, Huyện Trùng Khánh, Tỉnh Cao Bằng
Xã Phong Chương, Thị xã Phong Điền, Thành phố Huế
Xã Phong Dương Tiến, Huyện Đông Hưng, Tỉnh Thái Bình
Xã Phong Dụ Hạ, Huyện Văn Yên, Tỉnh Yên Bái
Xã Phong Dụ Thượng, Huyện Văn Yên, Tỉnh Yên Bái
Xã Phong Dụ, Huyện Tiên Yên, Tỉnh Quảng Ninh
Xã Phong Hòa, Huyện Lai Vung, Tỉnh Đồng Tháp
Xã Phong Hóa, Huyện Tuyên Hóa, Tỉnh Quảng Bình
Xã Phong Lạc, Huyện Trần Văn Thời, Tỉnh Cà Mau
Xã Phong Minh, Huyện Lục Ngạn, Tỉnh Bắc Giang
Xã Phong Mỹ, Huyện Cao Lãnh, Tỉnh Đồng Tháp
Xã Phong Mỹ, Thị xã Phong Điền, Thành phố Huế
Xã Phong Niên, Huyện Bảo Thắng, Tỉnh Lào Cai
Xã Phong Nẫm, Huyện Giồng Trôm, Tỉnh Bến Tre
Xã Phong Nẫm, Huyện Kế Sách, Tỉnh Sóc Trăng
Xã Phong Nẫm, Thành phố Phan Thiết, Tỉnh Bình Thuận
Xã Phong Nậm, Huyện Trùng Khánh, Tỉnh Cao Bằng
Xã Phong Phú, Huyện Bình Chánh, Thành phố Hồ Chí Minh
Xã Phong Phú, Huyện Cầu Kè, Tỉnh Trà Vinh
Xã Phong Phú, Huyện Tuy Phong, Tỉnh Bình Thuận
Xã Phong Phú, Huyện Tân Lạc, Tỉnh Hoà Bình
Xã Phong Quang, Huyện Vị Xuyên, Tỉnh Hà Giang
Xã Phong Sơn, Thị xã Phong Điền, Thành phố Huế
Xã Phong Thạnh A, Thị xã Giá Rai, Tỉnh Bạc Liêu
Xã Phong Thạnh Tây A, Huyện Phước Long, Tỉnh Bạc Liêu
Xã Phong Thạnh Tây B, Huyện Phước Long, Tỉnh Bạc Liêu
Xã Phong Thạnh Tây, Thị xã Giá Rai, Tỉnh Bạc Liêu
Xã Phong Thạnh Đông, Thị xã Giá Rai, Tỉnh Bạc Liêu
Xã Phong Thạnh, Huyện Cầu Kè, Tỉnh Trà Vinh
Xã Phong Thạnh, Thị xã Giá Rai, Tỉnh Bạc Liêu
Xã Phong Thạnh, Thị xã Phong Điền, Thành phố Huế
Xã Phong Thịnh, Huyện Cẩm Khê, Tỉnh Phú Thọ
Xã Phong Thịnh, Huyện Thanh Chương, Tỉnh Nghệ An
Xã Phong Thủy, Huyện Lệ Thủy, Tỉnh Quảng Bình
Xã Phong Tân, Thị xã Giá Rai, Tỉnh Bạc Liêu
Xã Phong Vân, Huyện Ba Vì, Thành phố Hà Nội
Xã Phong Vân, Huyện Lục Ngạn, Tỉnh Bắc Giang
Xã Phong Xuân, Thị xã Phong Điền, Thành phố Huế
Xã Phong Điền, Huyện Trần Văn Thời, Tỉnh Cà Mau
Xã Phong Đông, Huyện Vĩnh Thuận, Tỉnh Kiên Giang
Xã Phu Luông, Huyện Điện Biên, Tỉnh Điện Biên
Xã Phà Đánh, Huyện Kỳ Sơn, Tỉnh Nghệ An
Xã Phì Nhừ, Huyện Điện Biên Đông, Tỉnh Điện Biên
Xã Phìn Hồ, Huyện Nậm Pồ, Tỉnh Điện Biên
Xã Phìn Hồ, Huyện Sìn Hồ, Tỉnh Lai Châu
Xã Phìn Ngan, Huyện Bát Xát, Tỉnh Lào Cai
Xã Phình Giàng, Huyện Điện Biên Đông, Tỉnh Điện Biên
Xã Phình Hồ, Huyện Trạm Tấu, Tỉnh Yên Bái
Xã Phình Sáng, Huyện Tuần Giáo, Tỉnh Điện Biên
Xã Phù Cảnh, Huyện Quảng Trạch, Tỉnh Quảng Bình
Xã Phù Linh, Huyện Sóc Sơn, Thành phố Hà Nội
Xã Phù Long, Huyện Cát Hải, Thành phố Hải Phòng
Xã Phù Lãng, Thị xã Quế Võ, Tỉnh Bắc Ninh
Xã Phù Lưu Tế, Huyện Mỹ Đức, Thành phố Hà Nội
Xã Phù Lưu, Huyện Hàm Yên, Tỉnh Tuyên Quang
Xã Phù Lưu, Huyện Thạch Hà, Tỉnh Hà Tĩnh
Xã Phù Lưu, Huyện Ứng Hòa, Thành phố Hà Nội
Xã Phù Lỗ, Huyện Sóc Sơn, Thành phố Hà Nội
Xã Phù Mỹ, Huyện Đạ Huoai, Tỉnh Lâm Đồng
Xã Phù Nham, Thị xã Nghĩa Lộ, Tỉnh Yên Bái
Xã Phù Ninh, Huyện Phù Ninh, Tỉnh Phú Thọ
Xã Phù Vân, Thành phố Phủ Lý, Tỉnh Hà Nam
Xã Phù Đổng, Huyện Gia Lâm, Thành phố Hà Nội
Xã Phù Ủng, Huyện Ân Thi, Tỉnh Hưng Yên
Xã Phùng Giáo, Huyện Ngọc Lặc, Tỉnh Thanh Hóa
Xã Phùng Hưng, Huyện Khoái Châu, Tỉnh Hưng Yên
Xã Phùng Minh, Huyện Ngọc Lặc, Tỉnh Thanh Hóa
Xã Phùng Nguyên, Huyện Lâm Thao, Tỉnh Phú Thọ
Xã Phùng Xá, Huyện Mỹ Đức, Thành phố Hà Nội
Xã Phùng Xá, Huyện Thạch Thất, Thành phố Hà Nội
Xã Phú An, Huyện Cai Lậy, Tỉnh Tiền Giang
Xã Phú An, Huyện Phú Tân, Tỉnh An Giang
Xã Phú An, Huyện Phú Vang, Thành phố Huế
Xã Phú An, Huyện Tân Phú, Tỉnh Đồng Nai
Xã Phú An, Huyện Đăk Pơ, Tỉnh Gia Lai
Xã Phú An, Thành phố Bến Cát, Tỉnh Bình Dương
Xã Phú Bình, Huyện Chiêm Hóa, Tỉnh Tuyên Quang
Xã Phú Bình, Huyện Phú Tân, Tỉnh An Giang
Xã Phú Bình, Huyện Tân Phú, Tỉnh Đồng Nai
Xã Phú Châu, Huyện Ba Vì, Thành phố Hà Nội
Xã Phú Châu, Huyện Đông Hưng, Tỉnh Thái Bình
Xã Phú Cát, Huyện Quốc Oai, Thành phố Hà Nội
Xã Phú Cường, Huyện Ba Vì, Thành phố Hà Nội
Xã Phú Cường, Huyện Cai Lậy, Tỉnh Tiền Giang
Xã Phú Cường, Huyện Sóc Sơn, Thành phố Hà Nội
Xã Phú Cường, Huyện Tam Nông, Tỉnh Đồng Tháp
Xã Phú Cường, Huyện Tân Lạc, Tỉnh Hoà Bình
Xã Phú Cường, Huyện Đại Từ, Tỉnh Thái Nguyên
Xã Phú Cường, Huyện Định Quán, Tỉnh Đồng Nai
Xã Phú Cường, Thành phố Hưng Yên, Tỉnh Hưng Yên
Xã Phú Cần, Huyện Krông Pa, Tỉnh Gia Lai
Xã Phú Cần, Huyện Tiểu Cần, Tỉnh Trà Vinh
Xã Phú Diên, Huyện Phú Vang, Thành phố Huế
Xã Phú Gia, Huyện Hương Khê, Tỉnh Hà Tĩnh
Xã Phú Gia, Huyện Phú Vang, Thành phố Huế
Xã Phú Hiệp, Huyện Phú Tân, Tỉnh An Giang
Xã Phú Hiệp, Huyện Tam Nông, Tỉnh Đồng Tháp
Xã Phú Hòa Đông, Huyện Củ Chi, Thành phố Hồ Chí Minh
Xã Phú Hòa, Huyện Lương Tài, Tỉnh Bắc Ninh
Xã Phú Hòa, Huyện Định Quán, Tỉnh Đồng Nai
Xã Phú Hưng, Huyện Cái Nước, Tỉnh Cà Mau
Xã Phú Hưng, Huyện Phú Tân, Tỉnh An Giang
Xã Phú Hưng, Huyện Ý Yên, Tỉnh Nam Định
Xã Phú Hưng, Thành phố Bến Tre, Tỉnh Bến Tre
Xã Phú Hải, Huyện Phú Vang, Thành phố Huế
Xã Phú Hồ, Huyện Phú Vang, Thành phố Huế
Xã Phú Hồng, Huyện Ba Vì, Thành phố Hà Nội
Xã Phú Hộ, Thị xã Phú Thọ, Tỉnh Phú Thọ
Xã Phú Hội, Huyện An Phú, Tỉnh An Giang
Xã Phú Hội, Huyện Nhơn Trạch, Tỉnh Đồng Nai
Xã Phú Hội, Huyện Đức Trọng, Tỉnh Lâm Đồng
Xã Phú Hữu, Huyện An Phú, Tỉnh An Giang
Xã Phú Hữu, Huyện Châu Thành, Tỉnh Hậu Giang
Xã Phú Hữu, Huyện Long Phú, Tỉnh Sóc Trăng
Xã Phú Hữu, Huyện Nhơn Trạch, Tỉnh Đồng Nai
Xã Phú Hựu, Huyện Châu Thành, Tỉnh Đồng Tháp
Xã Phú Khánh, Huyện Thạnh Phú, Tỉnh Bến Tre
Xã Phú Khê, Huyện Cẩm Khê, Tỉnh Phú Thọ
Xã Phú Kim, Huyện Thạch Thất, Thành phố Hà Nội
Xã Phú Kiết, Huyện Chợ Gạo, Tỉnh Tiền Giang
Xã Phú Lai, Huyện Yên Thủy, Tỉnh Hoà Bình
Xã Phú Linh, Huyện Vị Xuyên, Tỉnh Hà Giang
Xã Phú Long, Huyện Bình Đại, Tỉnh Bến Tre
Xã Phú Long, Huyện Châu Thành, Tỉnh Đồng Tháp
Xã Phú Long, Huyện Nho Quan, Tỉnh Ninh Bình
Xã Phú Long, Huyện Phú Tân, Tỉnh An Giang
Xã Phú Lâm, Huyện Phú Tân, Tỉnh An Giang
Xã Phú Lâm, Huyện Tiên Du, Tỉnh Bắc Ninh
Xã Phú Lâm, Huyện Tân Phú, Tỉnh Đồng Nai
Xã Phú Lâm, Huyện Đoan Hùng, Tỉnh Phú Thọ
Xã Phú Lâm, Thị xã Nghi Sơn, Tỉnh Thanh Hóa
Xã Phú Lý, Huyện Vĩnh Cửu, Tỉnh Đồng Nai
Xã Phú Lũng, Huyện Yên Minh, Tỉnh Hà Giang
Xã Phú Lương, Huyện Lương Tài, Tỉnh Bắc Ninh
Xã Phú Lương, Huyện Phú Vang, Thành phố Huế
Xã Phú Lương, Huyện Sơn Dương, Tỉnh Tuyên Quang
Xã Phú Lương, Huyện Đông Hưng, Tỉnh Thái Bình
Xã Phú Lạc, Huyện Tuy Phong, Tỉnh Bình Thuận
Xã Phú Lạc, Huyện Đại Từ, Tỉnh Thái Nguyên
Xã Phú Lập, Huyện Tân Phú, Tỉnh Đồng Nai
Xã Phú Lễ, Huyện Ba Tri, Tỉnh Bến Tre
Xã Phú Lệ, Huyện Quan Hóa, Tỉnh Thanh Hóa
Xã Phú Lộc, Huyện Can Lộc, Tỉnh Hà Tĩnh
Xã Phú Lộc, Huyện Hậu Lộc, Tỉnh Thanh Hóa
Xã Phú Lộc, Huyện Krông Năng, Tỉnh Đắk Lắk
Xã Phú Lộc, Huyện Nho Quan, Tỉnh Ninh Bình
Xã Phú Lộc, Huyện Phù Ninh, Tỉnh Phú Thọ
Xã Phú Lộc, Huyện Tam Bình, Tỉnh Vĩnh Long
Xã Phú Lộc, Huyện Tân Phú, Tỉnh Đồng Nai
Xã Phú Lộc, Thị xã Tân Châu, Tỉnh An Giang
Xã Phú Lợi, Huyện Giang Thành, Tỉnh Kiên Giang
Xã Phú Lợi, Huyện Thanh Bình, Tỉnh Đồng Tháp
Xã Phú Lợi, Huyện Định Quán, Tỉnh Đồng Nai
Xã Phú Minh, Huyện Sóc Sơn, Thành phố Hà Nội
Xã Phú Mãn, Huyện Quốc Oai, Thành phố Hà Nội
Xã Phú Mỡ, Huyện Đồng Xuân, Tỉnh Phú Yên
Xã Phú Mỹ Hưng, Huyện Củ Chi, Thành phố Hồ Chí Minh
Xã Phú Mỹ, Huyện Giang Thành, Tỉnh Kiên Giang
Xã Phú Mỹ, Huyện Mỏ Cày Bắc, Tỉnh Bến Tre
Xã Phú Mỹ, Huyện Mỹ Tú, Tỉnh Sóc Trăng
Xã Phú Mỹ, Huyện Phù Ninh, Tỉnh Phú Thọ
Xã Phú Mỹ, Huyện Phú Tân, Tỉnh Cà Mau
Xã Phú Mỹ, Huyện Phú Vang, Thành phố Huế
Xã Phú Mỹ, Huyện Tân Phước, Tỉnh Tiền Giang
Xã Phú Nam, Huyện Bắc Mê, Tỉnh Hà Giang
Xã Phú Nghiêm, Huyện Quan Hóa, Tỉnh Thanh Hóa
Xã Phú Nghĩa, Huyện Bù Gia Mập, Tỉnh Bình Phước
Xã Phú Nghĩa, Huyện Chương Mỹ, Thành phố Hà Nội
Xã Phú Nghĩa, Huyện Lạc Thủy, Tỉnh Hoà Bình
Xã Phú Nghĩa, Huyện Quỳnh Lưu, Tỉnh Nghệ An
Xã Phú Ngãi Trị, Huyện Châu Thành, Tỉnh Long An
Xã Phú Ngọc, Huyện Định Quán, Tỉnh Đồng Nai
Xã Phú Nham, Huyện Phù Ninh, Tỉnh Phú Thọ
Xã Phú Nhuận, Huyện Bảo Thắng, Tỉnh Lào Cai
Xã Phú Nhuận, Huyện Cai Lậy, Tỉnh Tiền Giang
Xã Phú Nhuận, Huyện Lục Ngạn, Tỉnh Bắc Giang
Xã Phú Nhuận, Huyện Như Thanh, Tỉnh Thanh Hóa
Xã Phú Nhuận, Thành phố Bến Tre, Tỉnh Bến Tre
Xã Phú Ninh, Huyện Tam Nông, Tỉnh Đồng Tháp
Xã Phú Phong, Huyện Châu Thành, Tỉnh Tiền Giang
Xã Phú Phúc, Huyện Lý Nhân, Tỉnh Hà Nam
Xã Phú Phụng, Huyện Chợ Lách, Tỉnh Bến Tre
Xã Phú Quý, Thị xã Cai Lậy, Tỉnh Tiền Giang
Xã Phú Quới, Huyện Long Hồ, Tỉnh Vĩnh Long
Xã Phú Riềng, Huyện Phú Riềng, Tỉnh Bình Phước
Xã Phú Sơn, Huyện Ba Vì, Thành phố Hà Nội
Xã Phú Sơn, Huyện Bù Đăng, Tỉnh Bình Phước
Xã Phú Sơn, Huyện Chợ Lách, Tỉnh Bến Tre
Xã Phú Sơn, Huyện Gia Lâm, Thành phố Hà Nội
Xã Phú Sơn, Huyện Lâm Hà, Tỉnh Lâm Đồng
Xã Phú Sơn, Huyện Nho Quan, Tỉnh Ninh Bình
Xã Phú Sơn, Huyện Quan Hóa, Tỉnh Thanh Hóa
Xã Phú Sơn, Huyện Tân Kỳ, Tỉnh Nghệ An
Xã Phú Sơn, Huyện Tân Phú, Tỉnh Đồng Nai
Xã Phú Sơn, Thị xã Hương Thủy, Thành phố Huế
Xã Phú Sơn, Thị xã Nghi Sơn, Tỉnh Thanh Hóa
Xã Phú Thanh, Huyện Quan Hóa, Tỉnh Thanh Hóa
Xã Phú Thanh, Huyện Tân Phú, Tỉnh Đồng Nai
Xã Phú Thuận A, Huyện Hồng Ngự, Tỉnh Đồng Tháp
Xã Phú Thuận B, Huyện Hồng Ngự, Tỉnh Đồng Tháp
Xã Phú Thuận, Huyện Bình Đại, Tỉnh Bến Tre
Xã Phú Thuận, Huyện Phú Tân, Tỉnh Cà Mau
Xã Phú Thuận, Huyện Phú Vang, Thành phố Huế
Xã Phú Thuận, Huyện Thoại Sơn, Tỉnh An Giang
Xã Phú Thành A, Huyện Tam Nông, Tỉnh Đồng Tháp
Xã Phú Thành B, Huyện Tam Nông, Tỉnh Đồng Tháp
Xã Phú Thành, Huyện Lạc Thủy, Tỉnh Hoà Bình
Xã Phú Thành, Huyện Phú Tân, Tỉnh An Giang
Xã Phú Thành, Huyện Trà Ôn, Tỉnh Vĩnh Long
Xã Phú Thành, Huyện Yên Thành, Tỉnh Nghệ An
Xã Phú Thượng, Huyện Võ Nhai, Tỉnh Thái Nguyên
Xã Phú Thạnh, Huyện Nhơn Trạch, Tỉnh Đồng Nai
Xã Phú Thạnh, Huyện Phú Tân, Tỉnh An Giang
Xã Phú Thạnh, Huyện Tân Phú Đông, Tỉnh Tiền Giang
Xã Phú Thịnh, Huyện Tam Bình, Tỉnh Vĩnh Long
Xã Phú Thịnh, Huyện Tân Phú, Tỉnh Đồng Nai
Xã Phú Thịnh, Huyện Yên Bình, Tỉnh Yên Bái
Xã Phú Thịnh, Huyện Yên Sơn, Tỉnh Tuyên Quang
Xã Phú Thịnh, Huyện Đại Từ, Tỉnh Thái Nguyên
Xã Phú Thọ, Huyện Kim Động, Tỉnh Hưng Yên
Xã Phú Thọ, Huyện Phú Tân, Tỉnh An Giang
Xã Phú Thọ, Huyện Tam Nông, Tỉnh Đồng Tháp
Xã Phú Thủy, Huyện Lệ Thủy, Tỉnh Quảng Bình
Xã Phú Tiến, Huyện Định Hóa, Tỉnh Thái Nguyên
Xã Phú Trung, Huyện Phú Riềng, Tỉnh Bình Phước
Xã Phú Tâm, Huyện Châu Thành, Tỉnh Sóc Trăng
Xã Phú Tân, Huyện Châu Thành, Tỉnh Hậu Giang
Xã Phú Tân, Huyện Châu Thành, Tỉnh Sóc Trăng
Xã Phú Tân, Huyện Phú Tân, Tỉnh Cà Mau
Xã Phú Tân, Huyện Tân Phú Đông, Tỉnh Tiền Giang
Xã Phú Tân, Huyện Định Quán, Tỉnh Đồng Nai
Xã Phú Túc, Huyện Châu Thành, Tỉnh Bến Tre
Xã Phú Túc, Huyện Phú Xuyên, Thành phố Hà Nội
Xã Phú Túc, Huyện Định Quán, Tỉnh Đồng Nai
Xã Phú Vinh, Huyện A Lưới, Thành phố Huế
Xã Phú Vinh, Huyện Tân Lạc, Tỉnh Hoà Bình
Xã Phú Vinh, Huyện Định Quán, Tỉnh Đồng Nai
Xã Phú Văn, Huyện Bù Gia Mập, Tỉnh Bình Phước
